day,request_time,order_distance,order_fare,pick_index,drop_index,order_time
17,68300,2253.0,8.0,234,249,566
20,66412,4023.0,13.0,152,238,960
28,75632,4184.0,11.5,238,116,669
17,69770,2092.0,8.0,236,162,532
20,75863,5906.0,16.0,13,68,1184
12,66472,9479.0,27.0,144,262,2569
4,76149,1191.0,5.5,48,246,331
4,64979,1175.0,5.0,239,143,246
5,72302,1223.0,6.0,100,161,398
25,66560,3283.0,8.0,142,238,478
20,76217,3331.0,11.0,233,234,871
28,68233,6808.0,19.5,107,239,1587
26,71308,1770.0,5.5,90,249,238
17,67656,3058.0,10.5,158,148,882
27,74189,5182.0,14.5,107,140,1138
3,78193,3428.0,10.0,163,236,593
21,70682,3219.0,8.5,74,263,548
7,69164,2575.0,13.5,148,125,1245
13,77401,1448.0,7.0,236,141,496
25,70292,9833.0,25.0,158,163,1923
24,68537,3009.0,10.0,68,249,798
11,67335,1642.0,7.5,236,238,525
11,77618,4812.0,11.0,79,87,538
5,75260,2092.0,10.0,162,100,838
5,75775,660.0,3.5,263,75,116
19,67674,1014.0,5.5,137,107,388
14,64973,3846.0,10.5,237,238,730
21,74695,4989.0,16.0,114,230,1404
21,69223,1609.0,8.5,161,230,970
13,74849,1915.0,7.5,43,236,513
6,69497,1835.0,6.5,236,43,363
20,73132,2913.0,14.5,162,234,1357
3,77826,3219.0,13.5,186,137,1172
3,65268,1770.0,7.0,246,186,463
17,78801,4426.0,11.0,162,79,715
3,74029,9077.0,25.0,151,249,2139
25,71404,1320.0,5.0,229,141,212
18,67402,9801.0,22.5,48,116,1790
27,66081,2092.0,10.0,263,237,866
18,71723,2575.0,8.0,237,236,512
14,65744,4345.0,13.5,230,238,1060
21,71620,2076.0,9.5,87,144,794
28,69686,4104.0,11.0,48,238,752
13,76692,2575.0,8.5,107,79,611
11,68254,1722.0,11.0,236,237,1041
27,65900,4023.0,12.0,229,263,916
11,78776,2527.0,6.0,237,263,232
26,73170,3846.0,13.0,74,151,1049
27,70823,3154.0,9.0,233,79,649
10,65585,2173.0,7.0,236,238,423
12,66913,2607.0,11.0,43,48,958
13,74291,1658.0,6.0,263,141,360
3,66566,3090.0,11.0,142,141,935
7,66241,11587.0,28.5,161,13,2265
14,75483,1127.0,6.0,230,163,406
21,74745,5102.0,16.0,113,237,1358
25,72015,2575.0,8.0,50,164,572
20,78931,1899.0,7.5,107,90,535
26,73793,2881.0,7.0,141,263,313
11,70188,563.0,4.5,236,263,245
5,72013,2253.0,7.5,75,263,505
3,72704,1384.0,6.0,100,170,408
5,67467,3862.0,11.0,238,48,765
12,70599,8095.0,18.0,231,142,1220
3,66085,1416.0,7.5,141,237,566
6,76959,756.0,3.5,229,140,107
20,75847,1931.0,9.5,230,48,812
20,75674,9543.0,24.0,13,43,1803
5,69329,2012.0,7.5,41,166,518
6,67545,2591.0,9.0,230,50,722
6,78685,2269.0,8.5,164,158,674
25,76446,2575.0,9.0,237,48,589
27,77532,1899.0,6.5,107,79,421
14,78863,4345.0,11.0,246,163,744
14,77155,3396.0,11.0,170,79,864
28,66838,4184.0,14.5,161,239,1260
27,65247,4120.0,11.5,143,236,803
18,66267,3331.0,17.5,113,161,1693
24,74199,3170.0,8.0,142,236,462
5,75798,4490.0,14.0,236,100,1142
26,68968,2092.0,9.5,170,161,731
19,73962,2543.0,12.0,107,186,1111
17,77719,2092.0,7.5,186,234,536
3,71250,4683.0,13.5,162,68,1194
11,67960,1062.0,4.5,229,237,247
24,70692,1609.0,5.5,186,234,309
21,71783,1448.0,6.0,186,164,382
6,67551,805.0,4.0,166,151,184
21,68092,3701.0,14.0,162,90,1185
21,72015,2414.0,8.0,162,236,539
7,74736,1127.0,4.5,50,48,226
27,73087,16431.0,34.5,186,243,2322
17,68588,2414.0,6.0,50,246,232
7,70499,1448.0,6.0,239,238,382
19,74658,5633.0,28.5,237,224,2898
12,72361,3541.0,12.0,100,141,1013
13,66600,4281.0,13.5,48,114,1120
21,70187,1770.0,6.0,68,90,351
4,75386,2414.0,7.0,229,233,378
13,76110,1770.0,6.0,163,236,291
17,76000,6164.0,14.5,246,87,878
26,69727,1400.0,8.0,163,161,676
14,71343,3734.0,10.5,170,141,729
26,77395,1883.0,6.5,163,161,401
10,69902,5166.0,16.0,186,239,1336
19,72153,3862.0,14.5,230,107,1290
12,72726,1931.0,6.5,50,142,363
13,69412,4216.0,11.0,261,158,630
17,77820,2253.0,8.5,230,170,629
13,71903,1722.0,7.5,114,148,544
21,68378,5938.0,18.0,230,4,1597
17,70926,3862.0,10.0,152,238,569
12,73451,8208.0,18.5,229,24,1229
3,70446,1127.0,6.0,236,141,403
7,68854,5955.0,16.0,48,166,1252
7,73035,6598.0,26.5,163,148,2733
13,68524,1400.0,5.5,233,137,335
14,67900,3154.0,13.5,163,233,1201
26,69100,9109.0,23.5,162,87,1693
6,73183,3364.0,10.5,87,125,793
25,78247,2736.0,8.5,142,48,555
21,68280,2945.0,15.5,142,162,1484
26,67010,6035.0,19.5,107,261,1743
14,75831,5472.0,12.5,4,140,688
24,72276,2655.0,7.5,50,246,455
12,74555,3380.0,11.0,237,170,815
27,66020,1625.0,9.0,68,234,769
13,67747,2527.0,11.5,170,90,1032
14,74793,2865.0,10.0,90,170,769
27,76812,5584.0,16.5,162,239,1408
4,70711,2285.0,7.5,164,113,512
14,76613,483.0,3.5,162,170,93
12,66922,2977.0,10.5,151,143,741
24,76549,2301.0,8.5,107,100,600
12,73449,1304.0,6.0,186,68,419
6,72522,1706.0,6.0,186,234,353
25,68325,1609.0,8.5,230,50,675
21,71314,4023.0,16.5,233,249,1553
25,69273,3219.0,10.0,158,231,826
10,65670,5761.0,17.5,234,239,1533
24,76592,4973.0,15.0,239,186,1227
10,70475,483.0,3.5,125,114,79
3,76283,2575.0,8.0,148,107,493
24,67400,2511.0,8.5,161,140,572
7,68456,3219.0,12.5,140,142,1186
18,65399,3122.0,12.0,230,107,1066
13,72939,4619.0,11.0,140,79,768
5,73742,4394.0,10.5,68,239,642
5,74241,1770.0,5.5,141,262,249
11,67619,1432.0,5.5,238,24,267
13,72640,1722.0,7.5,107,170,545
6,78935,1770.0,6.0,170,79,337
27,78387,2430.0,7.5,246,100,467
10,72251,2897.0,8.0,211,107,466
5,75199,4796.0,12.5,246,209,880
11,77198,2092.0,6.5,239,236,325
28,70238,2736.0,7.5,236,74,384
13,76076,2189.0,7.0,231,114,404
21,74840,1867.0,7.5,161,230,570
5,72091,1127.0,6.0,186,230,366
17,70935,1287.0,5.5,237,141,328
5,70136,2897.0,12.0,230,234,1076
10,71945,3219.0,9.0,125,4,633
7,75406,1368.0,6.5,113,148,434
27,70882,1802.0,6.5,236,237,433
20,76392,4345.0,10.5,237,41,591
20,70468,4828.0,16.5,45,137,1471
18,77580,8594.0,21.0,161,87,1400
13,65307,2913.0,9.5,233,141,691
11,67923,805.0,5.0,164,234,316
13,74324,4184.0,11.5,74,116,757
14,70999,1609.0,7.5,211,79,589
14,65749,1287.0,6.5,164,234,445
24,77446,2897.0,9.5,186,162,724
19,65111,1368.0,6.5,113,249,484
25,70723,2639.0,9.5,113,233,738
10,76722,1336.0,5.5,239,142,307
25,66273,1465.0,6.5,246,230,403
10,71397,805.0,4.5,249,114,274
12,71899,1014.0,5.5,158,114,357
24,72130,1448.0,5.5,239,237,284
17,73047,2543.0,8.5,239,236,508
6,66523,4828.0,17.0,13,246,1573
6,73348,1770.0,10.5,263,141,901
20,70445,3508.0,9.0,143,238,521
20,75534,2688.0,11.0,162,141,887
19,76366,1802.0,6.0,75,41,358
6,78063,11265.0,24.0,237,13,1443
28,78334,1770.0,5.0,262,75,164
7,77852,1754.0,7.0,79,249,498
18,75536,5745.0,14.0,229,238,1039
13,77182,1802.0,9.5,230,163,776
25,72695,1545.0,6.5,234,224,449
3,74233,3267.0,9.0,143,141,582
5,66804,2849.0,8.5,246,68,603
19,74097,3074.0,10.5,148,234,827
17,70382,11217.0,21.5,231,162,1029
20,73805,4184.0,11.0,163,238,736
11,71414,1545.0,6.0,238,239,317
3,67424,2350.0,7.5,170,237,464
26,66923,3701.0,12.0,233,262,959
20,74488,11909.0,26.5,107,166,2059
28,78702,1175.0,5.0,114,107,258
25,67591,1996.0,10.0,230,170,879
18,67445,933.0,6.0,142,48,411
12,72617,2076.0,9.5,164,79,806
6,78371,2559.0,11.5,161,234,956
17,65246,1416.0,7.5,137,161,596
19,71094,5279.0,13.0,237,41,886
21,66246,998.0,5.5,163,161,347
14,65722,4538.0,11.5,233,232,658
3,76591,1143.0,5.0,163,230,276
27,71717,2253.0,6.5,48,143,288
25,76348,2253.0,6.5,229,107,305
13,66076,4426.0,15.0,236,230,1285
6,71894,7065.0,22.0,231,170,1876
12,75674,2414.0,7.5,239,163,418
5,65111,2736.0,8.0,262,229,479
17,77179,4394.0,12.0,249,230,922
5,73545,644.0,4.5,230,48,251
11,67616,3911.0,15.0,234,163,1395
13,66485,5922.0,14.0,237,24,1011
12,71831,2157.0,8.5,186,230,632
21,77682,6759.0,25.0,162,231,2457
13,69004,1271.0,7.0,186,234,509
21,68648,9495.0,21.0,114,74,1438
17,67712,1658.0,6.0,262,75,366
7,69937,1271.0,10.5,161,230,951
19,74894,1127.0,5.0,68,113,301
6,69459,1094.0,5.0,263,262,283
24,67344,1609.0,6.5,234,249,431
28,79185,3862.0,11.5,162,79,964
20,72234,4667.0,14.5,186,4,1196
26,68714,2430.0,7.5,100,246,518
28,70550,3701.0,11.0,246,125,810
28,70200,1046.0,5.5,170,100,330
3,72299,1770.0,5.5,162,141,266
10,67483,1609.0,7.0,144,114,465
27,68175,2253.0,7.0,74,75,434
4,72710,2591.0,10.0,162,48,813
20,78360,1223.0,5.0,263,236,286
10,74091,3058.0,8.0,75,237,470
20,67569,2494.0,11.0,234,161,915
4,76897,9495.0,21.5,249,238,1481
12,66327,2736.0,12.5,43,236,1099
21,75469,2060.0,6.5,140,236,396
4,67844,1625.0,5.0,236,75,227
19,78705,644.0,4.0,107,113,178
12,72304,5472.0,13.5,50,263,987
28,66976,6598.0,16.5,163,42,1229
28,69897,2977.0,9.5,90,161,760
12,68719,853.0,5.5,162,229,369
24,77133,2736.0,8.5,113,100,582
3,76524,3541.0,9.0,246,142,520
12,68013,1979.0,10.5,48,161,947
20,77442,467.0,3.5,238,239,131
26,75887,2269.0,6.5,229,137,372
4,72305,5906.0,13.5,263,42,727
11,73111,7403.0,16.0,161,74,1034
21,77442,11587.0,24.5,148,75,1463
6,68043,772.0,4.5,142,239,213
17,71586,2688.0,8.0,114,234,521
12,71862,10155.0,22.5,13,238,1372
10,67604,3685.0,14.5,162,236,1247
6,67167,2028.0,12.0,230,164,1072
21,69911,4313.0,12.0,13,158,800
3,75244,1336.0,6.0,162,230,417
3,65962,966.0,5.5,234,186,374
14,69570,1770.0,11.5,233,230,1025
24,72621,2736.0,7.0,229,262,372
5,71874,3911.0,10.5,211,170,694
10,66101,2092.0,7.5,249,114,534
12,68049,2591.0,11.5,233,142,1004
3,69145,3058.0,9.0,161,263,596
28,66038,5794.0,19.5,48,79,1773
18,78385,7274.0,18.5,113,262,1421
3,65424,966.0,4.5,148,114,231
26,69181,2800.0,9.5,87,148,678
26,79005,2350.0,7.5,239,236,463
14,70695,3380.0,11.0,238,262,805
7,65561,1287.0,6.0,211,79,413
27,67798,1432.0,9.0,162,230,779
10,74824,1448.0,6.5,161,237,471
7,65078,1384.0,6.0,186,164,391
11,78070,2913.0,9.0,162,234,600
13,68389,5955.0,16.5,246,45,1403
3,71390,4635.0,12.0,161,262,770
18,76342,3541.0,14.0,162,4,1237
14,69174,2913.0,10.5,107,148,871
3,74599,2849.0,7.5,237,142,436
25,78096,1674.0,5.0,237,236,238
28,72305,805.0,5.5,90,186,306
27,75869,1722.0,8.0,161,246,636
6,65424,1931.0,7.5,239,238,556
28,70658,2124.0,6.5,233,237,356
5,71001,1819.0,8.0,13,88,546
21,73716,2704.0,7.5,238,43,402
24,67872,2816.0,9.5,239,230,654
12,72128,3541.0,12.0,249,161,958
24,74062,1770.0,5.5,79,137,220
4,64964,3219.0,10.5,239,237,734
21,64874,1770.0,8.5,90,161,693
4,66213,2140.0,7.0,41,151,429
17,68365,4828.0,13.5,100,263,1091
19,69234,2736.0,9.5,236,140,700
6,69513,2253.0,10.0,249,148,849
18,77780,2012.0,12.5,161,186,1159
11,75673,1352.0,5.5,170,233,288
4,68870,3396.0,10.0,239,100,750
13,76632,2736.0,9.0,114,87,675
18,72483,7886.0,20.0,90,238,1459
4,76724,2543.0,8.5,230,170,650
11,72805,2092.0,6.0,137,229,243
27,69430,1127.0,4.0,237,236,130
12,70436,2253.0,7.5,90,114,527
4,69543,1706.0,6.5,234,113,453
20,69692,3090.0,9.0,249,13,612
14,64842,2173.0,7.0,236,75,420
20,71028,2977.0,8.5,246,249,561
3,65634,4410.0,19.5,229,79,1869
18,68184,1963.0,8.5,114,68,667
18,76372,4184.0,14.5,246,79,1259
5,76078,3058.0,8.5,237,263,594
3,72880,12070.0,25.0,13,75,1514
5,73298,5906.0,19.0,162,144,1741
11,65917,2366.0,15.5,161,50,1496
6,74532,1078.0,5.5,141,233,356
20,72829,1770.0,7.0,41,42,445
5,71021,1448.0,9.5,161,230,827
19,73213,3219.0,11.5,144,137,946
3,65919,3058.0,11.0,238,142,870
4,65594,2253.0,6.0,141,75,306
4,69553,1609.0,7.0,237,170,443
19,67735,2478.0,8.5,233,141,656
20,71328,4860.0,16.0,162,158,1445
13,78182,7821.0,19.5,158,238,1483
21,70444,1851.0,5.5,164,79,267
18,68021,805.0,4.5,186,90,267
26,67397,1191.0,8.5,164,161,718
12,78289,1867.0,7.0,249,107,515
7,67432,4345.0,12.5,246,87,892
19,66555,1127.0,7.5,43,230,570
24,74518,3782.0,52.0,170,186,793
12,65396,1304.0,7.5,239,238,609
4,65214,2253.0,8.5,113,4,709
6,74914,6743.0,16.5,142,148,1314
6,75239,3138.0,11.0,43,162,847
13,72436,2253.0,8.0,162,170,578
11,71392,2446.0,7.5,162,140,450
6,67962,1497.0,6.0,151,238,327
17,76825,2253.0,6.5,48,68,369
19,72439,1931.0,9.5,163,162,804
24,70008,1046.0,6.0,234,90,416
10,66125,3058.0,9.5,137,162,736
24,73573,4973.0,12.5,163,166,844
7,72978,1094.0,5.5,164,170,386
12,72460,2012.0,6.0,231,13,352
28,67420,10412.0,22.0,236,79,1566
6,72945,1175.0,6.0,41,74,379
4,66688,3058.0,11.0,231,144,855
6,72514,4844.0,12.5,237,50,843
12,68253,1770.0,6.5,239,142,403
20,72941,3862.0,11.5,170,249,914
28,75754,1915.0,7.5,234,90,583
17,70090,1175.0,7.0,90,68,473
4,74611,1448.0,6.5,163,237,428
12,65484,3444.0,12.0,74,116,987
21,77917,3380.0,9.5,164,141,632
12,68453,3315.0,12.0,164,237,1080
19,70648,1931.0,8.0,161,234,570
24,71862,6035.0,15.0,234,263,1036
4,78558,4458.0,9.5,237,74,434
13,71186,2414.0,7.0,229,237,373
14,66596,1239.0,4.5,141,263,215
28,69041,4184.0,13.0,231,186,997
5,75496,4345.0,13.5,230,262,995
14,74483,9608.0,20.5,107,74,1145
6,66969,3219.0,9.0,79,233,606
6,74911,2092.0,7.5,263,141,501
13,66869,3508.0,13.5,163,234,1201
24,68069,3074.0,10.5,162,143,776
4,77925,1287.0,5.5,263,140,325
25,64987,2543.0,7.5,237,75,445
6,74161,4007.0,13.0,4,162,1114
10,71054,3541.0,10.5,141,143,771
13,74573,756.0,4.0,263,262,175
24,67251,5182.0,14.0,170,263,994
26,65808,966.0,4.0,162,229,171
7,77907,998.0,5.0,113,114,310
12,68621,2140.0,6.5,151,238,375
5,72636,2253.0,6.5,230,90,331
14,65686,2237.0,7.0,114,107,423
11,71589,1609.0,6.0,90,186,330
10,78032,2076.0,8.0,43,141,550
27,71602,3492.0,9.0,234,231,537
13,65079,950.0,5.0,263,236,268
18,68543,1931.0,8.0,237,143,621
13,71026,853.0,3.5,229,233,131
11,72073,4249.0,11.0,231,234,728
4,78635,1191.0,5.0,48,142,243
5,67657,3026.0,10.0,45,4,652
14,67643,1609.0,11.0,140,229,1029
14,74560,1497.0,5.5,236,262,305
26,78671,4506.0,13.5,48,211,1132
4,70973,2704.0,8.0,231,158,502
5,69722,4184.0,12.5,234,13,984
7,68184,1448.0,9.0,163,161,798
14,77846,4812.0,13.0,163,236,916
13,69486,1577.0,7.5,75,151,501
19,77525,4184.0,10.5,88,113,691
6,76508,5150.0,13.5,161,151,967
6,68839,1545.0,6.5,48,163,422
5,76636,2736.0,8.5,107,79,605
27,76942,4394.0,13.0,236,164,952
6,71439,2301.0,8.5,249,90,620
17,67158,1127.0,5.0,107,170,259
4,78830,2253.0,7.0,43,238,421
11,72711,2253.0,7.0,151,75,373
21,70921,2559.0,11.0,107,249,926
14,69663,2092.0,7.0,114,249,498
4,67175,2832.0,11.0,90,144,905
26,77430,2012.0,7.5,237,143,456
6,66995,5584.0,14.0,107,263,1016
6,69903,2800.0,9.0,75,41,620
24,71433,2285.0,8.0,100,234,581
20,72067,3541.0,10.0,100,143,688
12,77848,4056.0,12.5,161,239,993
28,70485,2269.0,7.0,48,68,389
4,73284,2897.0,10.0,68,107,727
25,77180,2414.0,6.5,239,151,306
4,73266,1561.0,5.0,239,238,177
18,64915,885.0,4.0,249,113,185
18,75804,11909.0,25.0,234,166,1571
12,77941,2736.0,8.5,237,164,529
24,72382,3782.0,12.0,142,170,965
25,72820,3299.0,11.5,230,170,1021
10,69716,4780.0,15.0,79,209,1262
11,69888,4345.0,13.5,170,239,1084
18,78282,1127.0,5.5,262,236,283
13,76791,3541.0,11.0,142,263,805
6,78491,1561.0,6.5,166,151,362
26,71868,3219.0,11.5,164,79,925
18,73878,3492.0,9.5,239,166,626
5,75219,5069.0,14.5,43,107,1067
17,71790,5472.0,13.0,13,186,757
4,78253,1947.0,7.0,142,237,402
14,74941,3331.0,10.0,234,231,761
12,75271,3589.0,9.0,140,75,557
7,70265,4780.0,16.0,79,246,1360
12,79056,1609.0,6.0,162,237,344
14,73520,1481.0,5.0,142,239,217
6,77902,6437.0,13.5,13,4,540
19,78725,4587.0,10.0,237,43,519
12,71360,2575.0,9.0,229,262,674
26,74643,2028.0,7.0,41,75,420
21,78188,1287.0,7.0,211,144,531
26,76655,5327.0,13.0,164,231,885
4,70656,917.0,4.0,79,107,106
26,74624,3058.0,10.0,230,234,749
28,70067,1609.0,10.5,246,230,923
12,70521,8240.0,17.5,87,233,987
11,69814,1931.0,8.5,249,211,608
5,77708,3009.0,9.5,170,79,706
14,76780,7065.0,19.5,162,261,1737
7,64992,2414.0,9.0,166,238,603
18,67263,1770.0,8.5,234,186,649
25,66079,3058.0,9.5,238,141,629
11,76872,2784.0,10.0,142,68,774
27,66353,9173.0,23.5,13,231,1965
11,72616,1159.0,8.5,161,230,745
28,79118,1287.0,6.5,186,246,466
24,73505,1127.0,4.0,68,48,114
6,65056,1159.0,5.5,249,211,345
17,68092,5037.0,15.0,161,148,1276
11,71702,3911.0,10.5,234,231,739
27,67325,3701.0,11.5,48,236,848
10,75511,1432.0,5.0,162,170,230
3,76367,4828.0,12.5,48,236,815
11,74454,5601.0,13.5,234,140,867
4,67618,982.0,4.5,68,246,234
3,70587,1448.0,6.0,234,170,348
11,75021,2157.0,7.5,231,211,443
27,72498,4667.0,20.0,234,186,1903
14,74897,2237.0,6.0,246,142,306
13,75565,3219.0,10.5,161,140,821
19,73342,1835.0,8.0,170,137,647
26,67177,2945.0,9.0,236,229,641
5,71392,4667.0,12.5,43,90,968
7,72974,3154.0,10.0,43,236,723
4,69451,1561.0,5.5,164,186,475
13,66743,10863.0,30.5,79,24,2575
19,74650,2527.0,8.0,113,246,547
21,76289,3573.0,10.0,162,262,723
19,77587,1416.0,6.0,142,48,384
21,70083,2575.0,11.5,170,107,1032
25,64991,4120.0,16.5,142,164,1475
4,67389,3605.0,12.5,249,48,1003
13,78227,4828.0,13.0,238,116,882
11,70747,5472.0,19.0,79,142,1718
25,73026,4023.0,10.0,236,166,578
19,76431,2398.0,7.5,43,236,434
27,70189,1931.0,10.0,113,148,887
13,73904,1287.0,6.0,170,233,410
10,66280,5279.0,13.5,230,236,1051
27,71389,1738.0,9.0,90,137,748
20,65988,8449.0,20.0,13,107,1396
27,67083,885.0,5.0,107,79,268
20,65008,1658.0,9.0,230,170,837
5,65727,1014.0,4.5,75,236,187
13,65316,1883.0,11.5,236,161,1070
11,75996,1770.0,7.5,137,164,588
18,66534,1513.0,8.5,141,237,751
5,70877,644.0,4.0,229,141,145
5,67764,2897.0,8.5,107,229,579
17,77323,5794.0,15.5,161,231,1276
24,70161,1127.0,5.0,164,162,308
25,65205,1287.0,8.0,230,162,680
13,65235,1448.0,6.0,114,249,356
5,78746,2382.0,8.0,144,137,544
27,74245,1883.0,8.5,75,262,628
3,75442,7178.0,16.0,90,75,1105
6,74609,1770.0,6.5,148,107,427
17,75079,1931.0,6.5,100,170,429
13,71922,2816.0,8.5,100,143,534
24,73691,966.0,5.0,230,142,243
11,70116,4667.0,14.5,162,114,1207
24,77297,3074.0,10.0,162,140,722
21,77830,2253.0,11.0,142,162,908
21,68925,1883.0,6.0,137,233,332
6,68155,1915.0,8.0,170,107,609
25,73598,2092.0,8.0,68,230,580
26,66778,8369.0,21.5,151,90,1637
18,69078,3058.0,10.0,239,237,792
6,67450,2092.0,7.0,68,249,434
11,77697,2414.0,9.0,237,229,665
25,74201,2897.0,9.0,163,186,601
27,77146,1770.0,7.5,239,143,468
5,71547,1287.0,6.0,211,113,321
26,73221,4361.0,13.0,162,79,1076
17,69557,5938.0,13.5,42,263,831
27,69469,2253.0,8.5,230,237,605
6,74510,2897.0,9.0,162,43,566
21,71740,2462.0,8.5,90,100,601
19,72571,4184.0,16.0,263,230,1460
3,67244,2768.0,9.5,162,142,715
25,78983,8369.0,21.0,211,236,1602
27,75403,9833.0,29.0,13,239,2407
5,76396,4828.0,13.5,144,162,1066
10,75738,5826.0,17.0,141,263,1349
25,69312,3299.0,8.0,24,236,422
4,71726,6437.0,16.0,75,48,1164
25,79055,2591.0,7.5,230,234,480
20,72582,2736.0,12.0,140,161,1021
5,71823,5697.0,15.5,263,48,1172
18,71496,2269.0,7.5,234,224,543
13,72194,3235.0,8.5,239,24,487
14,67895,2897.0,9.0,162,236,554
3,69621,3009.0,9.5,211,90,658
14,71785,1786.0,9.5,142,230,809
5,67095,4989.0,12.0,48,151,784
28,77175,4023.0,10.5,161,262,691
5,70638,1416.0,5.0,233,137,272
28,67103,8208.0,19.0,249,239,1173
21,65986,2092.0,8.5,162,107,675
14,65712,1159.0,5.5,107,170,343
5,73471,2092.0,7.0,158,234,464
20,77458,933.0,4.5,90,234,312
5,76825,17220.0,34.0,231,229,2170
11,65960,1159.0,4.5,231,211,229
28,66122,1336.0,5.5,113,4,354
25,69935,2253.0,9.5,148,249,828
6,66435,2414.0,12.0,236,141,1060
24,65667,1609.0,6.0,166,238,339
6,75327,2575.0,9.5,113,137,718
5,69602,2253.0,8.5,162,237,593
12,76685,4603.0,15.0,234,237,1301
4,69766,8401.0,19.0,68,261,1285
11,78023,2897.0,9.5,162,90,777
13,69821,3283.0,9.0,142,151,555
18,68234,6534.0,23.5,113,236,2191
21,69875,6437.0,18.0,162,232,1391
18,66193,1722.0,10.5,186,50,977
25,72491,3701.0,11.0,211,170,812
18,67899,4184.0,13.5,230,236,1161
27,67986,2897.0,12.0,229,142,1031
17,74557,1127.0,5.0,230,186,285
5,75777,1127.0,5.0,74,75,245
19,76040,7644.0,17.0,231,142,1083
3,77061,2575.0,9.0,161,140,687
27,77411,14774.0,32.0,170,244,2452
6,70934,3524.0,11.5,13,144,910
18,70951,1931.0,7.0,87,232,455
5,78026,7242.0,18.5,158,239,1283
10,68529,2157.0,9.0,162,237,695
7,69048,1416.0,8.5,163,230,701
11,72310,3412.0,12.0,262,151,975
18,76681,2092.0,8.0,107,158,604
10,67684,3267.0,10.5,161,263,821
14,66075,1690.0,7.5,234,68,543
6,71026,1448.0,10.5,141,140,967
28,69905,3573.0,10.0,166,143,667
6,70010,1770.0,5.5,263,141,251
21,78223,8304.0,23.0,238,79,1947
18,66259,2092.0,9.5,234,233,812
27,69858,805.0,5.5,239,142,339
26,67027,13438.0,38.5,113,116,3451
10,69592,2527.0,8.5,236,237,540
20,68571,2317.0,9.5,170,186,792
17,76080,3380.0,10.0,234,237,672
3,66924,1336.0,6.0,263,237,384
21,66448,5568.0,13.5,244,166,903
3,75044,2092.0,7.0,237,142,366
24,71038,2108.0,7.0,140,237,365
28,74103,1545.0,5.0,141,236,244
20,75188,5295.0,19.0,170,148,1738
21,67423,2832.0,12.0,107,144,1109
3,75274,756.0,4.0,249,68,149
13,78646,966.0,5.5,234,107,397
12,78879,917.0,3.5,79,107,101
28,69920,483.0,5.5,230,48,363
18,67562,644.0,8.5,48,230,741
3,66189,1448.0,6.0,148,79,380
12,78040,1658.0,5.5,50,68,275
11,71993,6325.0,17.0,234,75,1262
26,69436,3846.0,15.0,229,224,1312
14,79188,2237.0,8.0,13,231,576
28,76243,5826.0,18.5,144,230,1665
11,71065,2913.0,9.0,170,237,669
7,68352,3203.0,11.5,163,246,913
5,76388,3009.0,9.0,163,107,639
3,67121,1287.0,7.0,113,107,526
12,71813,4458.0,14.0,68,140,1163
26,73274,2672.0,9.0,113,224,692
25,72082,2897.0,8.5,236,142,483
21,70423,1207.0,6.5,234,107,422
6,74522,2028.0,8.0,186,249,599
24,71759,1448.0,5.5,125,90,292
13,73298,1287.0,9.0,162,48,761
3,73409,1287.0,6.0,263,237,339
19,69333,1400.0,8.0,48,161,673
12,67181,1110.0,4.5,142,143,208
4,76959,1223.0,5.5,113,79,348
12,68617,2092.0,10.0,162,170,868
27,78855,1127.0,5.0,142,48,257
27,72061,1899.0,8.0,79,144,593
21,73638,3009.0,11.5,158,48,930
18,77618,1770.0,9.5,230,233,804
7,76257,4635.0,15.0,261,164,1288
26,73463,10622.0,23.5,114,24,1438
25,72750,1384.0,5.5,107,170,328
28,68160,4587.0,12.5,74,239,855
7,72904,4168.0,9.5,50,238,496
5,78101,1448.0,6.0,90,113,381
13,67686,1770.0,10.0,164,100,863
5,78387,1062.0,5.5,230,186,378
10,68883,5633.0,15.5,230,158,1217
20,67110,4023.0,17.5,234,229,1709
19,70968,1690.0,10.5,237,43,903
12,78710,4184.0,11.5,163,238,837
12,72113,1625.0,6.0,161,237,331
12,66697,966.0,5.0,114,148,308
27,75749,2430.0,8.0,141,163,495
17,67494,6518.0,18.5,186,209,1531
13,67369,2897.0,10.0,100,68,784
25,68396,3862.0,11.5,79,186,906
7,71899,1577.0,6.0,236,237,334
4,74493,2704.0,8.5,113,186,588
10,72479,1609.0,7.5,186,164,591
20,69166,1674.0,6.0,74,41,385
20,66017,2575.0,11.0,164,230,967
17,68307,3444.0,11.0,234,246,874
6,77368,2897.0,7.5,233,141,465
25,73927,1287.0,7.0,170,100,548
27,72844,1159.0,5.5,237,229,310
12,73091,1287.0,6.5,229,161,466
27,65168,2897.0,10.0,236,161,805
12,70101,4377.0,11.5,230,151,780
4,76046,4184.0,12.0,144,186,891
28,71632,4651.0,13.0,262,170,988
21,77542,1786.0,8.5,100,233,646
4,68033,2704.0,10.5,233,107,874
10,76026,2414.0,7.0,236,237,391
28,71338,1014.0,4.5,237,141,236
19,65141,3927.0,13.0,261,246,1038
26,71658,3460.0,11.0,163,238,793
4,72174,4249.0,11.5,162,114,898
24,70012,2977.0,9.0,158,230,707
26,69861,3637.0,13.5,79,87,1233
20,77987,1432.0,5.5,43,237,311
24,74999,2253.0,8.0,234,162,586
18,69907,1448.0,10.5,237,163,928
7,72301,9978.0,22.5,161,244,1639
